timestamp,time_s,C_air,obs_z005,obs_z020,obs_z035,obs_z050,sim_z005,sim_z020,sim_z035,sim_z050,C_surface_ppm,J_up_Robin_umol
2024-07-20 18:30:00,147600.0000,415.6807,5109.1373,6750.2564,7065.9666,7142.1767,5418.5205,6527.4127,7047.7192,7395.5787,4478.7041,1.6618
2024-07-20 18:45:00,148500.0000,414.5525,4981.9756,6809.1795,6862.9186,6922.6632,5420.6144,6530.5557,7051.9092,7400.8557,4480.2967,1.6629
2024-07-20 19:00:00,149400.0000,416.0472,4981.6560,6775.9910,7166.1370,6984.6409,5422.7005,6533.6964,7056.0913,7406.1188,4481.9803,1.6630
2024-07-20 19:15:00,150300.0000,415.8259,4917.0938,6704.4638,6904.7905,7034.2498,5424.8102,6536.8368,7060.2652,7411.3680,4483.7286,1.6638
2024-07-20 19:30:00,151200.0000,415.5273,5055.2976,6859.3295,7002.5853,6986.4356,5426.9226,6539.9767,7064.4311,7416.6031,4485.2909,1.6645
2024-07-20 19:45:00,152100.0000,415.8370,4948.3068,6763.5730,7051.7424,7026.5626,5429.0071,6543.1162,7068.5892,7421.8241,4486.9447,1.6651
2024-07-20 20:00:00,153000.0000,415.0456,5000.1518,6824.3915,7128.7256,6758.5107,5431.0818,6546.2538,7072.7398,7427.0310,4488.4780,1.6660
2024-07-20 20:15:00,153900.0000,414.6728,4956.9268,6714.2012,7080.6707,7057.3368,5433.1238,6549.3870,7076.8829,7432.2238,4489.9616,1.6668
2024-07-20 20:30:00,154800.0000,414.9961,5049.1096,6788.4621,6972.9321,7101.6074,5435.1471,6552.5138,7081.0182,7437.4025,4491.5350,1.6673
2024-07-20 20:45:00,155700.0000,414.8409,5070.1945,6853.1383,7149.3188,6936.0611,5437.1849,6555.6326,7085.1456,7442.5672,4493.1146,1.6680
2024-07-20 21:00:00,156600.0000,416.1233,4969.3742,6852.1915,6828.8763,7033.5184,5439.2457,6558.7439,7089.2645,7447.7178,4494.8312,1.6682
2024-07-20 21:15:00,157500.0000,414.9993,4884.1839,6731.1123,7044.8044,6996.1325,5441.3248,6561.8499,7093.3746,7452.8544,4496.4230,1.6693
2024-07-20 21:30:00,158400.0000,415.8352,4908.1310,6880.2398,6894.6754,7100.6332,5443.3877,6564.9526,7097.4756,7457.9770,4498.0139,1.6696
2024-07-20 21:45:00,159300.0000,415.7317,5017.4069,6840.1461,6986.2359,6685.6171,5445.4513,6568.0523,7101.5676,7463.0854,4499.6900,1.6703
2024-07-20 22:00:00,160200.0000,414.1342,5065.3542,6798.0255,6820.3267,7026.3442,5447.4949,6571.1479,7105.6508,7468.1797,4501.0673,1.6716
2024-07-20 22:15:00,161100.0000,415.6262,4966.1222,6609.3713,6940.8591,7178.5177,5449.4976,6574.2378,7109.7251,7473.2598,4502.6753,1.6716
2024-07-20 22:30:00,162000.0000,414.5416,4861.8188,6927.4140,7058.0390,7013.2460,5451.5194,6577.3201,7113.7905,7478.3257,4504.2350,1.6727
2024-07-20 22:45:00,162900.0000,414.6805,4957.5558,6678.3940,6992.3248,6929.8465,5453.5331,6580.3941,7117.8468,7483.3774,4505.7044,1.6732
2024-07-20 23:00:00,163800.0000,414.1855,4981.9690,6852.5684,6946.2976,7081.5143,5455.5186,6583.4603,7121.8936,7488.4150,4507.2193,1.6741
2024-07-20 23:15:00,164700.0000,415.7841,5003.1516,6854.9354,6954.3593,6853.4963,5457.5294,6586.5186,7125.9307,7493.4383,4508.8904,1.6741
2024-07-20 23:30:00,165600.0000,414.9983,5040.8023,6781.8297,6959.0383,6852.7066,5459.5737,6589.5695,7129.9579,7498.4475,4510.5245,1.6751
2024-07-20 23:45:00,166500.0000,415.9250,5050.2963,6707.0613,7177.8959,6961.8295,5461.6211,6592.6157,7133.9750,7503.4424,4512.1295,1.6753
2024-07-21 00:00:00,167400.0000,415.6039,4979.1807,6797.3517,6978.6517,6933.1818,5463.6676,6595.6590,7137.9822,7508.4230,4513.7826,1.6762
2024-07-21 00:15:00,168300.0000,414.8337,4867.8360,6865.7714,7125.5989,7049.3491,5465.6962,6598.6994,7141.9796,7513.3893,4515.2224,1.6771
2024-07-21 00:30:00,169200.0000,415.7156,4895.0173,6861.0320,6979.4846,6861.5427,5467.6966,6601.7353,7145.9675,7518.3413,4516.8329,1.6774
2024-07-21 00:45:00,170100.0000,414.9779,4967.6106,6817.9495,6894.9948,7060.0021,5469.7055,6604.7648,7149.9460,7523.2790,4518.3670,1.6783
2024-07-21 01:00:00,171000.0000,414.6845,5058.1294,6710.5196,7056.5970,6986.1727,5471.6948,6607.7869,7153.9152,7528.2024,4519.8142,1.6790
2024-07-21 01:15:00,171900.0000,414.8204,4962.5078,6712.1338,7008.8755,7100.8202,5473.6583,6610.8012,7157.8748,7533.1115,4521.3356,1.6796
2024-07-21 01:30:00,172800.0000,415.6580,4995.7054,6839.6850,6918.9202,6832.2560,5475.6462,6613.8070,7161.8247,7538.0065,4522.9688,1.6799
